source,var_name,var_label,value,value_label
survey_res_main,home_parking_7,Suppose you were considering whether to purchase a PHEV or BEV.  One factor might be the availability of recharging where you park while at home.  Which of the following parking options are available at your home?: Unassigned parking in lot or garage,0,Not selected
survey_res_main,home_parking_7,Suppose you were considering whether to purchase a PHEV or BEV.  One factor might be the availability of recharging where you park while at home.  Which of the following parking options are available at your home?: Unassigned parking in lot or garage,1,Selected
survey_res_main,home_parking_8,Suppose you were considering whether to purchase a PHEV or BEV.  One factor might be the availability of recharging where you park while at home.  Which of the following parking options are available at your home?: Other,0,Not selected
survey_res_main,home_parking_8,Suppose you were considering whether to purchase a PHEV or BEV.  One factor might be the availability of recharging where you park while at home.  Which of the following parking options are available at your home?: Other,1,Selected
survey_res_main,home_parking_9,Suppose you were considering whether to purchase a PHEV or BEV.  One factor might be the availability of recharging where you park while at home.  Which of the following parking options are available at your home?: None of these are available at my home,0,Not selected
survey_res_main,home_parking_9,Suppose you were considering whether to purchase a PHEV or BEV.  One factor might be the availability of recharging where you park while at home.  Which of the following parking options are available at your home?: None of these are available at my home,1,Selected
survey_res_main,home_electricity_access,"Of the parking options available at your home, which of them has the best access to electricity for possibly charging an electric vehicle?",1,Attached garage
survey_res_main,home_electricity_access,"Of the parking options available at your home, which of them has the best access to electricity for possibly charging an electric vehicle?",2,Detached garage
survey_res_main,home_electricity_access,"Of the parking options available at your home, which of them has the best access to electricity for possibly charging an electric vehicle?",3,"Carport (covered, not fully enclosed)"
survey_res_main,home_electricity_access,"Of the parking options available at your home, which of them has the best access to electricity for possibly charging an electric vehicle?",4,Driveway (not covered)
survey_res_main,home_electricity_access,"Of the parking options available at your home, which of them has the best access to electricity for possibly charging an electric vehicle?",5,On the street
survey_res_main,home_electricity_access,"Of the parking options available at your home, which of them has the best access to electricity for possibly charging an electric vehicle?",6,Assigned parking in lot or garage
survey_res_main,home_electricity_access,"Of the parking options available at your home, which of them has the best access to electricity for possibly charging an electric vehicle?",7,Unassigned parking in lot or garage
survey_res_main,home_electricity_access,"Of the parking options available at your home, which of them has the best access to electricity for possibly charging an electric vehicle?",8,Other
survey_res_main,home_electricity_access,"Of the parking options available at your home, which of them has the best access to electricity for possibly charging an electric vehicle?",10,None of them has reasonable access.
survey_res_main,hydrogen_station_awareness,Fuel cell vehicles (FCVs) use hydrogen as their fuel.  Are you aware of any hydrogen refueling stations in your region?,1,Yes
survey_res_main,hydrogen_station_awareness,Fuel cell vehicles (FCVs) use hydrogen as their fuel.  Are you aware of any hydrogen refueling stations in your region?,2,No
survey_res_main,hydrogen_station_awareness,Fuel cell vehicles (FCVs) use hydrogen as their fuel.  Are you aware of any hydrogen refueling stations in your region?,3,Don’t know
survey_res_main,future_purchase,Which of the following best describes your household?,1,"We are likely to purchase or lease a car, SUV, van, or pickup truck sometime in the future."
survey_res_main,future_purchase,Which of the following best describes your household?,2,We will likely continue to meet our mobility needs without purchasing or leasing our own vehicle.
survey_res_main,next_purchase,"Considering your current situation, which of the following best describes your household’s next purchase or lease of another car, SUV, van, or pickup truck? The next vehicle will be…",1,A replacement for household vehicle #1
survey_res_main,next_purchase,"Considering your current situation, which of the following best describes your household’s next purchase or lease of another car, SUV, van, or pickup truck? The next vehicle will be…",2,A replacement for household vehicle #2
survey_res_main,next_purchase,"Considering your current situation, which of the following best describes your household’s next purchase or lease of another car, SUV, van, or pickup truck? The next vehicle will be…",3,A replacement for household vehicle #3
survey_res_main,next_purchase,"Considering your current situation, which of the following best describes your household’s next purchase or lease of another car, SUV, van, or pickup truck? The next vehicle will be…",4,A replacement for household vehicle #4
survey_res_main,next_purchase,"Considering your current situation, which of the following best describes your household’s next purchase or lease of another car, SUV, van, or pickup truck? The next vehicle will be…",5,A replacement for household vehicle #5
survey_res_main,next_purchase,"Considering your current situation, which of the following best describes your household’s next purchase or lease of another car, SUV, van, or pickup truck? The next vehicle will be…",6,A replacement for household vehicle #6
survey_res_main,next_purchase,"Considering your current situation, which of the following best describes your household’s next purchase or lease of another car, SUV, van, or pickup truck? The next vehicle will be…",7,A replacement for household vehicle #7
survey_res_main,next_purchase,"Considering your current situation, which of the following best describes your household’s next purchase or lease of another car, SUV, van, or pickup truck? The next vehicle will be…",8,A replacement for household vehicle #8
survey_res_main,next_purchase,"Considering your current situation, which of the following best describes your household’s next purchase or lease of another car, SUV, van, or pickup truck? The next vehicle will be…",9,An additional vehicle for the household
survey_res_main,next_purchase,"Considering your current situation, which of the following best describes your household’s next purchase or lease of another car, SUV, van, or pickup truck? The next vehicle will be…",10,We will not be purchasing another vehicle
survey_res_main,purchase_timing,When is this purchase or lease most likely to occur?,1,Less than 1 year
survey_res_main,purchase_timing,When is this purchase or lease most likely to occur?,2,1 to 2 years
survey_res_main,purchase_timing,When is this purchase or lease most likely to occur?,3,3 to 5 years
survey_res_main,purchase_timing,When is this purchase or lease most likely to occur?,4,6 to 10 years
survey_res_main,purchase_timing,When is this purchase or lease most likely to occur?,5,More than 10 years
survey_res_main,vehicletype_consideration_1,Which of the following vehicle types are you most likely to consider purchasing in <dce_year>?: Subcompact Car,0,Not selected
survey_res_main,vehicletype_consideration_1,Which of the following vehicle types are you most likely to consider purchasing in <dce_year>?: Subcompact Car,1,Selected
survey_res_main,vehicletype_consideration_2,Which of the following vehicle types are you most likely to consider purchasing in <dce_year>?: Compact Car,0,Not selected
survey_res_main,vehicletype_consideration_2,Which of the following vehicle types are you most likely to consider purchasing in <dce_year>?: Compact Car,1,Selected
survey_res_main,vehicletype_consideration_3,Which of the following vehicle types are you most likely to consider purchasing in <dce_year>?: Midsize Car,0,Not selected
survey_res_main,vehicletype_consideration_3,Which of the following vehicle types are you most likely to consider purchasing in <dce_year>?: Midsize Car,1,Selected
survey_res_main,vehicletype_consideration_4,Which of the following vehicle types are you most likely to consider purchasing in <dce_year>?: Large Car,0,Not selected
survey_res_main,vehicletype_consideration_4,Which of the following vehicle types are you most likely to consider purchasing in <dce_year>?: Large Car,1,Selected
survey_res_main,vehicletype_consideration_5,Which of the following vehicle types are you most likely to consider purchasing in <dce_year>?: Sports Car,0,Not selected
survey_res_main,vehicletype_consideration_5,Which of the following vehicle types are you most likely to consider purchasing in <dce_year>?: Sports Car,1,Selected
survey_res_main,vehicletype_consideration_6,Which of the following vehicle types are you most likely to consider purchasing in <dce_year>?: Subcompact Crossover,0,Not selected
survey_res_main,vehicletype_consideration_6,Which of the following vehicle types are you most likely to consider purchasing in <dce_year>?: Subcompact Crossover,1,Selected
survey_res_main,vehicletype_consideration_7,Which of the following vehicle types are you most likely to consider purchasing in <dce_year>?: Compact Crossover,0,Not selected
survey_res_main,vehicletype_consideration_7,Which of the following vehicle types are you most likely to consider purchasing in <dce_year>?: Compact Crossover,1,Selected
survey_res_main,vehicletype_consideration_8,Which of the following vehicle types are you most likely to consider purchasing in <dce_year>?: Midsize Crossover/SUV,0,Not selected
survey_res_main,vehicletype_consideration_8,Which of the following vehicle types are you most likely to consider purchasing in <dce_year>?: Midsize Crossover/SUV,1,Selected
survey_res_main,vehicletype_consideration_9,Which of the following vehicle types are you most likely to consider purchasing in <dce_year>?: Large SUV,0,Not selected
survey_res_main,vehicletype_consideration_9,Which of the following vehicle types are you most likely to consider purchasing in <dce_year>?: Large SUV,1,Selected
survey_res_main,vehicletype_consideration_10,Which of the following vehicle types are you most likely to consider purchasing in <dce_year>?: Small Van,0,Not selected
survey_res_main,vehicletype_consideration_10,Which of the following vehicle types are you most likely to consider purchasing in <dce_year>?: Small Van,1,Selected
survey_res_main,vehicletype_consideration_11,Which of the following vehicle types are you most likely to consider purchasing in <dce_year>?: Full-size/large Van,0,Not selected
survey_res_main,vehicletype_consideration_11,Which of the following vehicle types are you most likely to consider purchasing in <dce_year>?: Full-size/large Van,1,Selected
survey_res_main,vehicletype_consideration_12,Which of the following vehicle types are you most likely to consider purchasing in <dce_year>?: Small Pickup Truck,0,Not selected
survey_res_main,vehicletype_consideration_12,Which of the following vehicle types are you most likely to consider purchasing in <dce_year>?: Small Pickup Truck,1,Selected
survey_res_main,vehicletype_consideration_13,Which of the following vehicle types are you most likely to consider purchasing in <dce_year>?: Full-size/large Pickup Truck,0,Not selected
survey_res_main,vehicletype_consideration_13,Which of the following vehicle types are you most likely to consider purchasing in <dce_year>?: Full-size/large Pickup Truck,1,Selected
survey_res_main,fueltype_consideration_1_1,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Gasoline only subcompact car",0,Not selected
survey_res_main,fueltype_consideration_1_1,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Gasoline only subcompact car",1,Selected
survey_res_main,fueltype_consideration_2_1,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Gasoline only compact car",0,Not selected
survey_res_main,fueltype_consideration_2_1,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Gasoline only compact car",1,Selected
survey_res_main,fueltype_consideration_3_1,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Gasoline only midsize car",0,Not selected
survey_res_main,fueltype_consideration_3_1,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Gasoline only midsize car",1,Selected
survey_res_main,fueltype_consideration_4_1,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Gasoline only large car",0,Not selected
survey_res_main,fueltype_consideration_4_1,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Gasoline only large car",1,Selected
survey_res_main,fueltype_consideration_5_1,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Gasoline only sports car",0,Not selected
survey_res_main,fueltype_consideration_5_1,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Gasoline only sports car",1,Selected
survey_res_main,fueltype_consideration_6_1,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Gasoline only subcompact crossover",0,Not selected
survey_res_main,fueltype_consideration_6_1,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Gasoline only subcompact crossover",1,Selected
survey_res_main,fueltype_consideration_7_1,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Gasoline only compact crossover",0,Not selected
survey_res_main,fueltype_consideration_7_1,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Gasoline only compact crossover",1,Selected
survey_res_main,fueltype_consideration_8_1,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Gasoline only midsize crossover/SUV",0,Not selected
survey_res_main,fueltype_consideration_8_1,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Gasoline only midsize crossover/SUV",1,Selected
survey_res_main,fueltype_consideration_9_1,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Gasoline only large SUV",0,Not selected
survey_res_main,fueltype_consideration_9_1,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Gasoline only large SUV",1,Selected
survey_res_main,fueltype_consideration_10_1,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Gasoline only small van",0,Not selected
survey_res_main,fueltype_consideration_10_1,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Gasoline only small van",1,Selected
survey_res_main,fueltype_consideration_11_1,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Gasoline only full-size/large van",0,Not selected
survey_res_main,fueltype_consideration_11_1,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Gasoline only full-size/large van",1,Selected
survey_res_main,fueltype_consideration_12_1,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Gasoline only small pickup truck",0,Not selected
survey_res_main,fueltype_consideration_12_1,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Gasoline only small pickup truck",1,Selected
survey_res_main,fueltype_consideration_13_1,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Gasoline only full-size/large pickup truck",0,Not selected
survey_res_main,fueltype_consideration_13_1,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Gasoline only full-size/large pickup truck",1,Selected
survey_res_main,fueltype_consideration_1_2,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Gas HEV subcompact car",0,Not selected
survey_res_main,fueltype_consideration_1_2,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Gas HEV subcompact car",1,Selected
survey_res_main,fueltype_consideration_2_2,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Gas HEV compact car",0,Not selected
survey_res_main,fueltype_consideration_2_2,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Gas HEV compact car",1,Selected
survey_res_main,fueltype_consideration_3_2,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Gas HEV midsize car",0,Not selected
survey_res_main,fueltype_consideration_3_2,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Gas HEV midsize car",1,Selected
survey_res_main,fueltype_consideration_4_2,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Gas HEV large car",0,Not selected
survey_res_main,fueltype_consideration_4_2,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Gas HEV large car",1,Selected
survey_res_main,fueltype_consideration_5_2,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Gas HEV sports car",0,Not selected
survey_res_main,fueltype_consideration_5_2,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Gas HEV sports car",1,Selected
survey_res_main,fueltype_consideration_6_2,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Gas HEV subcompact crossover",0,Not selected
survey_res_main,fueltype_consideration_6_2,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Gas HEV subcompact crossover",1,Selected
survey_res_main,fueltype_consideration_7_2,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Gas HEV compact crossover",0,Not selected
survey_res_main,fueltype_consideration_7_2,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Gas HEV compact crossover",1,Selected
survey_res_main,fueltype_consideration_8_2,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Gas HEV midsize crossover/SUV",0,Not selected
survey_res_main,fueltype_consideration_8_2,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Gas HEV midsize crossover/SUV",1,Selected
survey_res_main,fueltype_consideration_9_2,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Gas HEV large SUV",0,Not selected
survey_res_main,fueltype_consideration_9_2,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Gas HEV large SUV",1,Selected
survey_res_main,fueltype_consideration_10_2,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Gas HEV small van",0,Not selected
survey_res_main,fueltype_consideration_10_2,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Gas HEV small van",1,Selected
survey_res_main,fueltype_consideration_11_2,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Gas HEV full-size/large van",0,Not selected
survey_res_main,fueltype_consideration_11_2,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Gas HEV full-size/large van",1,Selected
survey_res_main,fueltype_consideration_12_2,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Gas HEV small pickup truck",0,Not selected
survey_res_main,fueltype_consideration_12_2,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Gas HEV small pickup truck",1,Selected
survey_res_main,fueltype_consideration_13_2,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Gas HEV full-size/large pickup truck",0,Not selected
survey_res_main,fueltype_consideration_13_2,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Gas HEV full-size/large pickup truck",1,Selected
survey_res_main,fueltype_consideration_1_3,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: PHEV subcompact car",0,Not selected
survey_res_main,fueltype_consideration_1_3,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: PHEV subcompact car",1,Selected
survey_res_main,fueltype_consideration_2_3,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: PHEV compact car",0,Not selected
survey_res_main,fueltype_consideration_2_3,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: PHEV compact car",1,Selected
survey_res_main,fueltype_consideration_3_3,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: PHEV midsize car",0,Not selected
survey_res_main,fueltype_consideration_3_3,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: PHEV midsize car",1,Selected
survey_res_main,fueltype_consideration_4_3,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: PHEV large car",0,Not selected
survey_res_main,fueltype_consideration_4_3,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: PHEV large car",1,Selected
survey_res_main,fueltype_consideration_5_3,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: PHEV sports car",0,Not selected
survey_res_main,fueltype_consideration_5_3,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: PHEV sports car",1,Selected
survey_res_main,fueltype_consideration_6_3,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: PHEV subcompact crossover",0,Not selected
survey_res_main,fueltype_consideration_6_3,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: PHEV subcompact crossover",1,Selected
survey_res_main,fueltype_consideration_7_3,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: PHEV compact crossover",0,Not selected
survey_res_main,fueltype_consideration_7_3,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: PHEV compact crossover",1,Selected
survey_res_main,fueltype_consideration_8_3,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: PHEV midsize crossover/SUV",0,Not selected
survey_res_main,fueltype_consideration_8_3,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: PHEV midsize crossover/SUV",1,Selected
survey_res_main,fueltype_consideration_9_3,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: PHEV large SUV",0,Not selected
survey_res_main,fueltype_consideration_9_3,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: PHEV large SUV",1,Selected
survey_res_main,fueltype_consideration_10_3,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: PHEV small van",0,Not selected
survey_res_main,fueltype_consideration_10_3,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: PHEV small van",1,Selected
survey_res_main,fueltype_consideration_11_3,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: PHEV full-size/large van",0,Not selected
survey_res_main,fueltype_consideration_11_3,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: PHEV full-size/large van",1,Selected
survey_res_main,fueltype_consideration_12_3,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: PHEV small pickup truck",0,Not selected
survey_res_main,fueltype_consideration_12_3,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: PHEV small pickup truck",1,Selected
survey_res_main,fueltype_consideration_13_3,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: PHEV full-size/large pickup truck",0,Not selected
survey_res_main,fueltype_consideration_13_3,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: PHEV full-size/large pickup truck",1,Selected
survey_res_main,fueltype_consideration_1_4,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Diesel subcompact car",0,Not selected
survey_res_main,fueltype_consideration_1_4,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Diesel subcompact car",1,Selected
survey_res_main,fueltype_consideration_2_4,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Diesel compact car",0,Not selected
survey_res_main,fueltype_consideration_2_4,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Diesel compact car",1,Selected
survey_res_main,fueltype_consideration_3_4,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Diesel midsize car",0,Not selected
survey_res_main,fueltype_consideration_3_4,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Diesel midsize car",1,Selected
survey_res_main,fueltype_consideration_4_4,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Diesel large car",0,Not selected
survey_res_main,fueltype_consideration_4_4,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Diesel large car",1,Selected
survey_res_main,fueltype_consideration_5_4,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Diesel sports car",0,Not selected
survey_res_main,fueltype_consideration_5_4,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Diesel sports car",1,Selected
survey_res_main,fueltype_consideration_6_4,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Diesel subcompact crossover",0,Not selected
survey_res_main,fueltype_consideration_6_4,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Diesel subcompact crossover",1,Selected
survey_res_main,fueltype_consideration_7_4,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Diesel compact crossover",0,Not selected
survey_res_main,fueltype_consideration_7_4,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Diesel compact crossover",1,Selected
survey_res_main,fueltype_consideration_8_4,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Diesel midsize crossover/SUV",0,Not selected
survey_res_main,fueltype_consideration_8_4,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Diesel midsize crossover/SUV",1,Selected
survey_res_main,fueltype_consideration_9_4,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Diesel large SUV",0,Not selected
survey_res_main,fueltype_consideration_9_4,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Diesel large SUV",1,Selected
survey_res_main,fueltype_consideration_10_4,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Diesel small van",0,Not selected
survey_res_main,fueltype_consideration_10_4,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Diesel small van",1,Selected
survey_res_main,fueltype_consideration_11_4,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Diesel full-size/large van",0,Not selected
survey_res_main,fueltype_consideration_11_4,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Diesel full-size/large van",1,Selected
survey_res_main,fueltype_consideration_12_4,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Diesel small pickup truck",0,Not selected
survey_res_main,fueltype_consideration_12_4,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Diesel small pickup truck",1,Selected
survey_res_main,fueltype_consideration_13_4,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Diesel full-size/large pickup truck",0,Not selected
survey_res_main,fueltype_consideration_13_4,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: Diesel full-size/large pickup truck",1,Selected
survey_res_main,fueltype_consideration_1_5,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: BEV subcompact car",0,Not selected
survey_res_main,fueltype_consideration_1_5,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: BEV subcompact car",1,Selected
survey_res_main,fueltype_consideration_2_5,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: BEV compact car",0,Not selected
survey_res_main,fueltype_consideration_2_5,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: BEV compact car",1,Selected
survey_res_main,fueltype_consideration_3_5,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: BEV midsize car",0,Not selected
survey_res_main,fueltype_consideration_3_5,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: BEV midsize car",1,Selected
survey_res_main,fueltype_consideration_4_5,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: BEV large car",0,Not selected
survey_res_main,fueltype_consideration_4_5,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: BEV large car",1,Selected
survey_res_main,fueltype_consideration_5_5,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: BEV sports car",0,Not selected
survey_res_main,fueltype_consideration_5_5,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: BEV sports car",1,Selected
survey_res_main,fueltype_consideration_6_5,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: BEV subcompact crossover",0,Not selected
survey_res_main,fueltype_consideration_6_5,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: BEV subcompact crossover",1,Selected
survey_res_main,fueltype_consideration_7_5,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: BEV compact crossover",0,Not selected
survey_res_main,fueltype_consideration_7_5,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: BEV compact crossover",1,Selected
survey_res_main,fueltype_consideration_8_5,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: BEV midsize crossover/SUV",0,Not selected
survey_res_main,fueltype_consideration_8_5,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: BEV midsize crossover/SUV",1,Selected
survey_res_main,fueltype_consideration_9_5,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: BEV large SUV",0,Not selected
survey_res_main,fueltype_consideration_9_5,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: BEV large SUV",1,Selected
survey_res_main,fueltype_consideration_10_5,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: BEV small van",0,Not selected
survey_res_main,fueltype_consideration_10_5,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: BEV small van",1,Selected
survey_res_main,fueltype_consideration_11_5,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: BEV full-size/large van",0,Not selected
survey_res_main,fueltype_consideration_11_5,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: BEV full-size/large van",1,Selected
survey_res_main,fueltype_consideration_12_5,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: BEV small pickup truck",0,Not selected
survey_res_main,fueltype_consideration_12_5,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: BEV small pickup truck",1,Selected
survey_res_main,fueltype_consideration_13_5,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: BEV full-size/large pickup truck",0,Not selected
survey_res_main,fueltype_consideration_13_5,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: BEV full-size/large pickup truck",1,Selected
survey_res_main,fueltype_consideration_1_6,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: FCEV subcompact car",0,Not selected
survey_res_main,fueltype_consideration_1_6,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: FCEV subcompact car",1,Selected
survey_res_main,fueltype_consideration_2_6,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: FCEV compact car",0,Not selected
survey_res_main,fueltype_consideration_2_6,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: FCEV compact car",1,Selected
survey_res_main,fueltype_consideration_3_6,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: FCEV midsize car",0,Not selected
survey_res_main,fueltype_consideration_3_6,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: FCEV midsize car",1,Selected
survey_res_main,fueltype_consideration_4_6,"For each vehicle type you are considering, which of the following fuel types will be considered in <dce_year>?: FCEV large car",0,Not selected
