source,var_name,var_label,value,value_label
survey_res_main,autoagree1,"I would consider purchasing a vehicle that has automated driver assistance capabilities, such as smart/adaptive cruise control, self-parking, vehicle to vehicle communication, etc.",3,Neither agree nor disagree
survey_res_main,autoagree1,"I would consider purchasing a vehicle that has automated driver assistance capabilities, such as smart/adaptive cruise control, self-parking, vehicle to vehicle communication, etc.",4,Moderately disagree
survey_res_main,autoagree1,"I would consider purchasing a vehicle that has automated driver assistance capabilities, such as smart/adaptive cruise control, self-parking, vehicle to vehicle communication, etc.",5,Strongly disagree
survey_res_main,autoagree2,"I would consider purchasing a vehicle that is fully self-driving, (i.e. the vehicle drives itself)",1,Strongly agree
survey_res_main,autoagree2,"I would consider purchasing a vehicle that is fully self-driving, (i.e. the vehicle drives itself)",2,Moderately agree
survey_res_main,autoagree2,"I would consider purchasing a vehicle that is fully self-driving, (i.e. the vehicle drives itself)",3,Neither agree nor disagree
survey_res_main,autoagree2,"I would consider purchasing a vehicle that is fully self-driving, (i.e. the vehicle drives itself)",4,Moderately disagree
survey_res_main,autoagree2,"I would consider purchasing a vehicle that is fully self-driving, (i.e. the vehicle drives itself)",5,Strongly disagree
survey_res_main,autoagree3,Self-driving vehicles will become successful mainstream vehicles in the future,1,Strongly agree
survey_res_main,autoagree3,Self-driving vehicles will become successful mainstream vehicles in the future,2,Moderately agree
survey_res_main,autoagree3,Self-driving vehicles will become successful mainstream vehicles in the future,3,Neither agree nor disagree
survey_res_main,autoagree3,Self-driving vehicles will become successful mainstream vehicles in the future,4,Moderately disagree
survey_res_main,autoagree3,Self-driving vehicles will become successful mainstream vehicles in the future,5,Strongly disagree
survey_res_main,autoagree4,I am concerned about the safety of self-driving vehicles,1,Strongly agree
survey_res_main,autoagree4,I am concerned about the safety of self-driving vehicles,2,Moderately agree
survey_res_main,autoagree4,I am concerned about the safety of self-driving vehicles,3,Neither agree nor disagree
survey_res_main,autoagree4,I am concerned about the safety of self-driving vehicles,4,Moderately disagree
survey_res_main,autoagree4,I am concerned about the safety of self-driving vehicles,5,Strongly disagree
survey_res_main,consideralt1,"Have you purchased or considered purchasing any of the following vehicle types for your household? 
Hybrid",0,Not Selected
survey_res_main,consideralt1,"Have you purchased or considered purchasing any of the following vehicle types for your household? 
Hybrid",1,Selected
survey_res_main,consideralt2,"Have you purchased or considered purchasing any of the following vehicle types for your household? 
Plug-In Hybrid",0,Not Selected
survey_res_main,consideralt2,"Have you purchased or considered purchasing any of the following vehicle types for your household? 
Plug-In Hybrid",1,Selected
survey_res_main,consideralt3,"Have you purchased or considered purchasing any of the following vehicle types for your household? 
Diesel",0,Not Selected
survey_res_main,consideralt3,"Have you purchased or considered purchasing any of the following vehicle types for your household? 
Diesel",1,Selected
survey_res_main,consideralt4,"Have you purchased or considered purchasing any of the following vehicle types for your household? 
Natural Gas (CNG or LNG)",0,Not Selected
survey_res_main,consideralt4,"Have you purchased or considered purchasing any of the following vehicle types for your household? 
Natural Gas (CNG or LNG)",1,Selected
survey_res_main,consideralt5,"Have you purchased or considered purchasing any of the following vehicle types for your household? 
Propane (LPG)",0,Not Selected
survey_res_main,consideralt5,"Have you purchased or considered purchasing any of the following vehicle types for your household? 
Propane (LPG)",1,Selected
survey_res_main,consideralt6,"Have you purchased or considered purchasing any of the following vehicle types for your household? 
Fuel Cell (Hydrogen)",0,Not Selected
survey_res_main,consideralt6,"Have you purchased or considered purchasing any of the following vehicle types for your household? 
Fuel Cell (Hydrogen)",1,Selected
survey_res_main,consideralt7,"Have you purchased or considered purchasing any of the following vehicle types for your household? 
Full Battery Electric",0,Not Selected
survey_res_main,consideralt7,"Have you purchased or considered purchasing any of the following vehicle types for your household? 
Full Battery Electric",1,Selected
survey_res_main,consideralt8,"Have you purchased or considered purchasing any of the following vehicle types for your household? 
None of the above",0,Not Selected
survey_res_main,consideralt8,"Have you purchased or considered purchasing any of the following vehicle types for your household? 
None of the above",1,Selected
survey_res_main,bevconcerns1,"What are your top five concerns about purchasing/leasing an electric only vehicle? 
Too expensive",0,Not Selected
survey_res_main,bevconcerns1,"What are your top five concerns about purchasing/leasing an electric only vehicle? 
Too expensive",1,Selected
survey_res_main,bevconcerns2,"What are your top five concerns about purchasing/leasing an electric only vehicle? 
Limited driving range on the electric battery",0,Not Selected
survey_res_main,bevconcerns2,"What are your top five concerns about purchasing/leasing an electric only vehicle? 
Limited driving range on the electric battery",1,Selected
survey_res_main,bevconcerns3,"What are your top five concerns about purchasing/leasing an electric only vehicle? 
Limited seating capacity",0,Not Selected
survey_res_main,bevconcerns3,"What are your top five concerns about purchasing/leasing an electric only vehicle? 
Limited seating capacity",1,Selected
survey_res_main,bevconcerns4,"What are your top five concerns about purchasing/leasing an electric only vehicle? 
Limited hauling capacity",0,Not Selected
survey_res_main,bevconcerns4,"What are your top five concerns about purchasing/leasing an electric only vehicle? 
Limited hauling capacity",1,Selected
survey_res_main,bevconcerns5,"What are your top five concerns about purchasing/leasing an electric only vehicle? 
Limited vehicle body/styling of vehicle",0,Not Selected
survey_res_main,bevconcerns5,"What are your top five concerns about purchasing/leasing an electric only vehicle? 
Limited vehicle body/styling of vehicle",1,Selected
survey_res_main,bevconcerns6,"What are your top five concerns about purchasing/leasing an electric only vehicle? 
Battery life uncertainty",0,Not Selected
survey_res_main,bevconcerns6,"What are your top five concerns about purchasing/leasing an electric only vehicle? 
Battery life uncertainty",1,Selected
survey_res_main,bevconcerns7,"What are your top five concerns about purchasing/leasing an electric only vehicle? 
Uncertain gasoline/electricity price",0,Not Selected
survey_res_main,bevconcerns7,"What are your top five concerns about purchasing/leasing an electric only vehicle? 
Uncertain gasoline/electricity price",1,Selected
survey_res_main,bevconcerns8,"What are your top five concerns about purchasing/leasing an electric only vehicle? 
Cost of installing charging equipment for your home",0,Not Selected
survey_res_main,bevconcerns8,"What are your top five concerns about purchasing/leasing an electric only vehicle? 
Cost of installing charging equipment for your home",1,Selected
survey_res_main,bevconcerns9,"What are your top five concerns about purchasing/leasing an electric only vehicle? 
Lack of charging facilities",0,Not Selected
survey_res_main,bevconcerns9,"What are your top five concerns about purchasing/leasing an electric only vehicle? 
Lack of charging facilities",1,Selected
survey_res_main,bevconcerns10,"What are your top five concerns about purchasing/leasing an electric only vehicle? 
Time to charge the battery",0,Not Selected
survey_res_main,bevconcerns10,"What are your top five concerns about purchasing/leasing an electric only vehicle? 
Time to charge the battery",1,Selected
survey_res_main,bevconcerns11,"What are your top five concerns about purchasing/leasing an electric only vehicle? 
Uncertain resale value",0,Not Selected
survey_res_main,bevconcerns11,"What are your top five concerns about purchasing/leasing an electric only vehicle? 
Uncertain resale value",1,Selected
survey_res_main,bevconcerns12,"What are your top five concerns about purchasing/leasing an electric only vehicle? 
Technology is still too new/unreliable",0,Not Selected
survey_res_main,bevconcerns12,"What are your top five concerns about purchasing/leasing an electric only vehicle? 
Technology is still too new/unreliable",1,Selected
survey_res_main,bevconcerns13,"What are your top five concerns about purchasing/leasing an electric only vehicle? 
Fear of getting stranded",0,Not Selected
survey_res_main,bevconcerns13,"What are your top five concerns about purchasing/leasing an electric only vehicle? 
Fear of getting stranded",1,Selected
survey_res_main,bevconcerns14,"What are your top five concerns about purchasing/leasing an electric only vehicle? 
Other",0,Not Selected
survey_res_main,bevconcerns14,"What are your top five concerns about purchasing/leasing an electric only vehicle? 
Other",1,Selected
survey_res_main,bevconcerns15,"What are your top five concerns about purchasing/leasing an electric only vehicle? 
I don’t have any concerns",0,Not Selected
survey_res_main,bevconcerns15,"What are your top five concerns about purchasing/leasing an electric only vehicle? 
I don’t have any concerns",1,Selected
survey_res_main,bevconcerns16,"What are your top five concerns about purchasing/leasing an electric only vehicle? 
I don’t know enough about this technology",0,Not Selected
survey_res_main,bevconcerns16,"What are your top five concerns about purchasing/leasing an electric only vehicle? 
I don’t know enough about this technology",1,Selected
survey_res_main,phevconcerns1,"What are your top five concerns about purchasing/leasing a plug-in hybrid electric vehicle?  
Too expensive",0,Not Selected
survey_res_main,phevconcerns1,"What are your top five concerns about purchasing/leasing a plug-in hybrid electric vehicle?  
Too expensive",1,Selected
survey_res_main,phevconcerns2,"What are your top five concerns about purchasing/leasing a plug-in hybrid electric vehicle? 
Limited driving range on the electric battery",0,Not Selected
survey_res_main,phevconcerns2,"What are your top five concerns about purchasing/leasing a plug-in hybrid electric vehicle? 
Limited driving range on the electric battery",1,Selected
survey_res_main,phevconcerns3,"What are your top five concerns about purchasing/leasing a plug-in hybrid electric vehicle? 
Limited seating capacity",0,Not Selected
survey_res_main,phevconcerns3,"What are your top five concerns about purchasing/leasing a plug-in hybrid electric vehicle? 
Limited seating capacity",1,Selected
survey_res_main,phevconcerns4,"What are your top five concerns about purchasing/leasing a plug-in hybrid electric vehicle? 
Limited hauling capacity",0,Not Selected
survey_res_main,phevconcerns4,"What are your top five concerns about purchasing/leasing a plug-in hybrid electric vehicle? 
Limited hauling capacity",1,Selected
survey_res_main,phevconcerns5,"What are your top five concerns about purchasing/leasing a plug-in hybrid electric vehicle? 
Limited vehicle body/styling of vehicle",0,Not Selected
survey_res_main,phevconcerns5,"What are your top five concerns about purchasing/leasing a plug-in hybrid electric vehicle? 
Limited vehicle body/styling of vehicle",1,Selected
survey_res_main,phevconcerns6,"What are your top five concerns about purchasing/leasing a plug-in hybrid electric vehicle? 
Battery life uncertainty",0,Not Selected
survey_res_main,phevconcerns6,"What are your top five concerns about purchasing/leasing a plug-in hybrid electric vehicle? 
Battery life uncertainty",1,Selected
survey_res_main,phevconcerns7,"What are your top five concerns about purchasing/leasing a plug-in hybrid electric vehicle? 
Uncertain gasoline/electricity price",0,Not Selected
survey_res_main,phevconcerns7,"What are your top five concerns about purchasing/leasing a plug-in hybrid electric vehicle? 
Uncertain gasoline/electricity price",1,Selected
survey_res_main,phevconcerns8,"What are your top five concerns about purchasing/leasing a plug-in hybrid electric vehicle? 
Cost of installing charging equipment for your home",0,Not Selected
survey_res_main,phevconcerns8,"What are your top five concerns about purchasing/leasing a plug-in hybrid electric vehicle? 
Cost of installing charging equipment for your home",1,Selected
survey_res_main,phevconcerns9,"What are your top five concerns about purchasing/leasing a plug-in hybrid electric vehicle? 
Lack of charging infrastructure outside your home",0,Not Selected
survey_res_main,phevconcerns9,"What are your top five concerns about purchasing/leasing a plug-in hybrid electric vehicle? 
Lack of charging infrastructure outside your home",1,Selected
survey_res_main,phevconcerns10,"What are your top five concerns about purchasing/leasing a plug-in hybrid electric vehicle? 
Time to charge the battery",0,Not Selected
survey_res_main,phevconcerns10,"What are your top five concerns about purchasing/leasing a plug-in hybrid electric vehicle? 
Time to charge the battery",1,Selected
survey_res_main,phevconcerns11,"What are your top five concerns about purchasing/leasing a plug-in hybrid electric vehicle? 
Uncertain resale value",0,Not Selected
survey_res_main,phevconcerns11,"What are your top five concerns about purchasing/leasing a plug-in hybrid electric vehicle? 
Uncertain resale value",1,Selected
survey_res_main,phevconcerns12,"What are your top five concerns about purchasing/leasing a plug-in hybrid electric vehicle? 
Technology is still too new/unreliable",0,Not Selected
survey_res_main,phevconcerns12,"What are your top five concerns about purchasing/leasing a plug-in hybrid electric vehicle? 
Technology is still too new/unreliable",1,Selected
survey_res_main,phevconcerns13,"What are your top five concerns about purchasing/leasing a plug-in hybrid electric vehicle? 
Other",0,Not Selected
survey_res_main,phevconcerns13,"What are your top five concerns about purchasing/leasing a plug-in hybrid electric vehicle? 
Other",1,Selected
survey_res_main,phevconcerns14,"What are your top five concerns about purchasing/leasing a plug-in hybrid electric vehicle? 
I don't have any concerns",0,Not Selected
survey_res_main,phevconcerns14,"What are your top five concerns about purchasing/leasing a plug-in hybrid electric vehicle? 
I don't have any concerns",1,Selected
survey_res_main,phevconcerns15,"What are your top five concerns about purchasing/leasing a plug-in hybrid electric vehicle? 
I don't know enough about this technology",0,Not Selected
survey_res_main,phevconcerns15,"What are your top five concerns about purchasing/leasing a plug-in hybrid electric vehicle? 
I don't know enough about this technology",1,Selected
survey_res_main,fcvconcerns1,"What are your top five concerns about purchasing/leasing a hydrogen fuel cell vehicle? 
Too expensive",0,Not Selected
survey_res_main,fcvconcerns1,"What are your top five concerns about purchasing/leasing a hydrogen fuel cell vehicle? 
Too expensive",1,Selected
survey_res_main,fcvconcerns2,"What are your top five concerns about purchasing/leasing a hydrogen fuel cell vehicle? 
Limited seating capacity",0,Not Selected
survey_res_main,fcvconcerns2,"What are your top five concerns about purchasing/leasing a hydrogen fuel cell vehicle? 
Limited seating capacity",1,Selected
survey_res_main,fcvconcerns3,"What are your top five concerns about purchasing/leasing a hydrogen fuel cell vehicle? 
Limited hauling capacity",0,Not Selected
survey_res_main,fcvconcerns3,"What are your top five concerns about purchasing/leasing a hydrogen fuel cell vehicle? 
Limited hauling capacity",1,Selected
survey_res_main,fcvconcerns4,"What are your top five concerns about purchasing/leasing a hydrogen fuel cell vehicle? 
Limited vehicle body/styling of vehicle",0,Not Selected
survey_res_main,fcvconcerns4,"What are your top five concerns about purchasing/leasing a hydrogen fuel cell vehicle? 
Limited vehicle body/styling of vehicle",1,Selected
survey_res_main,fcvconcerns5,"What are your top five concerns about purchasing/leasing a hydrogen fuel cell vehicle? 
Safety of hydrogen tank",0,Not Selected
survey_res_main,fcvconcerns5,"What are your top five concerns about purchasing/leasing a hydrogen fuel cell vehicle? 
Safety of hydrogen tank",1,Selected
survey_res_main,fcvconcerns6,"What are your top five concerns about purchasing/leasing a hydrogen fuel cell vehicle? 
Uncertain hydrogen price",0,Not Selected
survey_res_main,fcvconcerns6,"What are your top five concerns about purchasing/leasing a hydrogen fuel cell vehicle? 
Uncertain hydrogen price",1,Selected
survey_res_main,fcvconcerns7,"What are your top five concerns about purchasing/leasing a hydrogen fuel cell vehicle? 
Cost of installing fueling equipment for your home",0,Not Selected
survey_res_main,fcvconcerns7,"What are your top five concerns about purchasing/leasing a hydrogen fuel cell vehicle? 
Cost of installing fueling equipment for your home",1,Selected
survey_res_main,fcvconcerns8,"What are your top five concerns about purchasing/leasing a hydrogen fuel cell vehicle? 
Lack of fueling infrastructure outside your home",0,Not Selected
survey_res_main,fcvconcerns8,"What are your top five concerns about purchasing/leasing a hydrogen fuel cell vehicle? 
Lack of fueling infrastructure outside your home",1,Selected
survey_res_main,fcvconcerns9,"What are your top five concerns about purchasing/leasing a hydrogen fuel cell vehicle? 
Uncertain resale value for vehicle",0,Not Selected
survey_res_main,fcvconcerns9,"What are your top five concerns about purchasing/leasing a hydrogen fuel cell vehicle? 
Uncertain resale value for vehicle",1,Selected
survey_res_main,fcvconcerns10,"What are your top five concerns about purchasing/leasing a hydrogen fuel cell vehicle? 
Technology is still too new/unreliable",0,Not Selected
survey_res_main,fcvconcerns10,"What are your top five concerns about purchasing/leasing a hydrogen fuel cell vehicle? 
Technology is still too new/unreliable",1,Selected
survey_res_main,fcvconcerns11,"What are your top five concerns about purchasing/leasing a hydrogen fuel cell vehicle? 
Other",0,Not Selected
survey_res_main,fcvconcerns11,"What are your top five concerns about purchasing/leasing a hydrogen fuel cell vehicle? 
Other",1,Selected
survey_res_main,fcvconcerns12,"What are your top five concerns about purchasing/leasing a hydrogen fuel cell vehicle? 
I don't have any concerns",0,Not Selected
survey_res_main,fcvconcerns12,"What are your top five concerns about purchasing/leasing a hydrogen fuel cell vehicle? 
I don't have any concerns",1,Selected
survey_res_main,fcvconcerns13,"What are your top five concerns about purchasing/leasing a hydrogen fuel cell vehicle? 
I don’t know enough about this technology",0,Not Selected
survey_res_main,fcvconcerns13,"What are your top five concerns about purchasing/leasing a hydrogen fuel cell vehicle? 
I don’t know enough about this technology",1,Selected
survey_res_main,topattributes1,"When selecting a vehicle to buy or lease, what do you consider to be the top 3 attributes? 
Vehicle price",0,Not Selected
survey_res_main,topattributes1,"When selecting a vehicle to buy or lease, what do you consider to be the top 3 attributes? 
Vehicle price",1,Selected
survey_res_main,topattributes2,"When selecting a vehicle to buy or lease, what do you consider to be the top 3 attributes? 
MPG/Fuel economy",0,Not Selected
survey_res_main,topattributes2,"When selecting a vehicle to buy or lease, what do you consider to be the top 3 attributes? 
MPG/Fuel economy",1,Selected
survey_res_main,topattributes3,"When selecting a vehicle to buy or lease, what do you consider to be the top 3 attributes? 
Acceleration",0,Not Selected
survey_res_main,topattributes3,"When selecting a vehicle to buy or lease, what do you consider to be the top 3 attributes? 
Acceleration",1,Selected
survey_res_main,topattributes4,"When selecting a vehicle to buy or lease, what do you consider to be the top 3 attributes? 
Maintenance cost",0,Not Selected
survey_res_main,topattributes4,"When selecting a vehicle to buy or lease, what do you consider to be the top 3 attributes? 
Maintenance cost",1,Selected
survey_res_main,topattributes5,"When selecting a vehicle to buy or lease, what do you consider to be the top 3 attributes? 
Fuel cost",0,Not Selected
survey_res_main,topattributes5,"When selecting a vehicle to buy or lease, what do you consider to be the top 3 attributes? 
Fuel cost",1,Selected
survey_res_main,topattributes6,"When selecting a vehicle to buy or lease, what do you consider to be the top 3 attributes? 
Range",0,Not Selected
survey_res_main,topattributes6,"When selecting a vehicle to buy or lease, what do you consider to be the top 3 attributes? 
Range",1,Selected
survey_res_main,topattributes7,"When selecting a vehicle to buy or lease, what do you consider to be the top 3 attributes? 
Towing capacity",0,Not Selected
survey_res_main,topattributes7,"When selecting a vehicle to buy or lease, what do you consider to be the top 3 attributes? 
Towing capacity",1,Selected
survey_res_main,topattributes8,"When selecting a vehicle to buy or lease, what do you consider to be the top 3 attributes? 
Cargo capacity",0,Not Selected
survey_res_main,topattributes8,"When selecting a vehicle to buy or lease, what do you consider to be the top 3 attributes? 
Cargo capacity",1,Selected
survey_res_main,topattributes9,"When selecting a vehicle to buy or lease, what do you consider to be the top 3 attributes? 
Seating capacity",0,Not Selected
survey_res_main,topattributes9,"When selecting a vehicle to buy or lease, what do you consider to be the top 3 attributes? 
Seating capacity",1,Selected
survey_res_main,topattributes10,"When selecting a vehicle to buy or lease, what do you consider to be the top 3 attributes? 
Reliability",0,Not Selected
survey_res_main,topattributes10,"When selecting a vehicle to buy or lease, what do you consider to be the top 3 attributes? 
Reliability",1,Selected
survey_res_main,topattributes11,"When selecting a vehicle to buy or lease, what do you consider to be the top 3 attributes? 
Fuel availability",0,Not Selected
survey_res_main,topattributes11,"When selecting a vehicle to buy or lease, what do you consider to be the top 3 attributes? 
Fuel availability",1,Selected
survey_res_main,topattributes12,"When selecting a vehicle to buy or lease, what do you consider to be the top 3 attributes? 
Refueling time",0,Not Selected
survey_res_main,topattributes12,"When selecting a vehicle to buy or lease, what do you consider to be the top 3 attributes? 
Refueling time",1,Selected
survey_res_main,topattributes13,"When selecting a vehicle to buy or lease, what do you consider to be the top 3 attributes? 
Horsepower",0,Not Selected
survey_res_main,topattributes13,"When selecting a vehicle to buy or lease, what do you consider to be the top 3 attributes? 
Horsepower",1,Selected
survey_res_main,topattributes14,"When selecting a vehicle to buy or lease, what do you consider to be the top 3 attributes? 
Warranty",0,Not Selected
survey_res_main,topattributes14,"When selecting a vehicle to buy or lease, what do you consider to be the top 3 attributes? 
Warranty",1,Selected
survey_res_main,topattributes15,"When selecting a vehicle to buy or lease, what do you consider to be the top 3 attributes? 
Brand/Vehicle make",0,Not Selected
survey_res_main,topattributes15,"When selecting a vehicle to buy or lease, what do you consider to be the top 3 attributes? 
Brand/Vehicle make",1,Selected
survey_res_main,carshare,What is your level of participation in car-share programs where you can rent/access a car for short periods of time?,1,I currently participate
survey_res_main,carshare,What is your level of participation in car-share programs where you can rent/access a car for short periods of time?,2,"I have participated in the past, but am not currently participating"
survey_res_main,carshare,What is your level of participation in car-share programs where you can rent/access a car for short periods of time?,3,"I have not participated in the past, but I plan to participate"
survey_res_main,carshare,What is your level of participation in car-share programs where you can rent/access a car for short periods of time?,4,I might participate someday
survey_res_main,carshare,What is your level of participation in car-share programs where you can rent/access a car for short periods of time?,5,I am not interested in participating
survey_res_main,whynocarshare,What is the primary reason you are not currently participating in a car-share?,1,I am not aware of these programs
survey_res_main,whynocarshare,What is the primary reason you are not currently participating in a car-share?,2,It’s not available in my area
survey_res_main,whynocarshare,What is the primary reason you are not currently participating in a car-share?,3,Too expensive
survey_res_main,whynocarshare,What is the primary reason you are not currently participating in a car-share?,4,Not convenient
survey_res_main,whynocarshare,What is the primary reason you are not currently participating in a car-share?,5,Public transit already meets my needs
survey_res_main,whynocarshare,What is the primary reason you are not currently participating in a car-share?,6,I already have access to a vehicle when I need one
survey_res_main,whynocarshare,What is the primary reason you are not currently participating in a car-share?,7,Other
survey_res_main,rideshare,"What is your level of participation in ride sharing and ride share programs, such as carpools, vanpools, Uber, Lyft, Sidecar, etc.?",1,I currently participate
survey_res_main,rideshare,"What is your level of participation in ride sharing and ride share programs, such as carpools, vanpools, Uber, Lyft, Sidecar, etc.?",2,"I have participated in the past, but am not currently participating"
survey_res_main,rideshare,"What is your level of participation in ride sharing and ride share programs, such as carpools, vanpools, Uber, Lyft, Sidecar, etc.?",3,"I have not participated in the past, but I plan to participate"
survey_res_main,rideshare,"What is your level of participation in ride sharing and ride share programs, such as carpools, vanpools, Uber, Lyft, Sidecar, etc.?",4,I might participate someday
survey_res_main,rideshare,"What is your level of participation in ride sharing and ride share programs, such as carpools, vanpools, Uber, Lyft, Sidecar, etc.?",5,I am not interested in participating
survey_res_main,ridesharewhy1,"When do you typically use ride share? 
Travel or special events (e.g. concerts, sporting events, etc.)",0,Not Selected
survey_res_main,ridesharewhy1,"When do you typically use ride share? 
Travel or special events (e.g. concerts, sporting events, etc.)",1,Selected
survey_res_main,ridesharewhy2,"When do you typically use ride share? 
Everyday commuting trips (e.g. trips to work, school, errands, etc.)",0,Not Selected
survey_res_main,ridesharewhy2,"When do you typically use ride share? 
Everyday commuting trips (e.g. trips to work, school, errands, etc.)",1,Selected
survey_res_main,ridesharewhy3,"When do you typically use ride share? 
Other",0,Not Selected
survey_res_main,ridesharewhy3,"When do you typically use ride share? 
Other",1,Selected
survey_res_main,whynorideshare,What is the primary reason you are not currently using ride sharing?,1,I am not aware of these programs
survey_res_main,whynorideshare,What is the primary reason you are not currently using ride sharing?,2,It’s not available in my area
survey_res_main,whynorideshare,What is the primary reason you are not currently using ride sharing?,3,Too expensive
survey_res_main,whynorideshare,What is the primary reason you are not currently using ride sharing?,4,Not convenient
survey_res_main,whynorideshare,What is the primary reason you are not currently using ride sharing?,5,Public transit already meets my needs
survey_res_main,whynorideshare,What is the primary reason you are not currently using ride sharing?,6,I already have access to a vehicle when I need one
survey_res_main,whynorideshare,What is the primary reason you are not currently using ride sharing?,7,I prefer to ride alone
survey_res_main,whynorideshare,What is the primary reason you are not currently using ride sharing?,8,Other
survey_res_main,rideshareagree,Car-sharing and ride-sharing programs will affect my future decisions about owning a personal vehicle in the future,1,Strongly agree
survey_res_main,rideshareagree,Car-sharing and ride-sharing programs will affect my future decisions about owning a personal vehicle in the future,2,Moderately agree
survey_res_main,rideshareagree,Car-sharing and ride-sharing programs will affect my future decisions about owning a personal vehicle in the future,3,Neither agree nor disagree
survey_res_main,rideshareagree,Car-sharing and ride-sharing programs will affect my future decisions about owning a personal vehicle in the future,4,Moderately disagree
survey_res_main,rideshareagree,Car-sharing and ride-sharing programs will affect my future decisions about owning a personal vehicle in the future,5,Strongly disagree
survey_res_main,solar,Do you currently have solar panels installed on your permanent residence?,1,Yes
survey_res_main,solar,Do you currently have solar panels installed on your permanent residence?,2,No
survey_res_main,solar_future,Are you planning on purchasing solar panels for your permanent residence within the next 5 years?,1,Yes
survey_res_main,solar_future,Are you planning on purchasing solar panels for your permanent residence within the next 5 years?,2,No
survey_res_main,income,Annual household income,1,"Less than $9,999"
survey_res_main,income,Annual household income,2,"$10,000 to $24,999"
survey_res_main,income,Annual household income,3,"$25,000 to $34,999"
survey_res_main,income,Annual household income,4,"$35,000 to $49,999"
survey_res_main,income,Annual household income,5,"$50,000 to $74,999"
survey_res_main,income,Annual household income,6,"$75,000 to $99,999"
survey_res_main,income,Annual household income,7,"$100,000 to $149,999"
survey_res_main,income,Annual household income,8,"$150,000 to $199,999"
survey_res_main,income,Annual household income,9,"$200,000 to $249,999"
survey_res_main,income,Annual household income,10,"$250,000 or more"
survey_res_main,region,Region of Residence,1,San Francisco
survey_res_main,region,Region of Residence,2,Los Angeles
survey_res_main,region,Region of Residence,3,San Diego
survey_res_main,region,Region of Residence,4,Sacramento
survey_res_main,region,Region of Residence,5,Central Valley
survey_res_main,region,Region of Residence,6,Rest of CA
survey_res_main,pevowner,Current ownership/lease of one or more Plug-in Hybrid Electric Vehicles (PHEV's) or Battery Electric Vehicles (BEV's),0,Respondent does not have any PHEV's or BEV's
survey_res_main,pevowner,Current ownership/lease of one or more Plug-in Hybrid Electric Vehicles (PHEV's) or Battery Electric Vehicles (BEV's),1,Respondent has one or more PHEV's or BEV's
survey_res_vehchoice,choice,Choice,1,Alternative 1
survey_res_vehchoice,choice,Choice,2,Alternative 2
survey_res_vehchoice,choice,Choice,3,Alternative 3
survey_res_vehchoice,choice,Choice,4,Alternative 4
survey_res_vehchoice,fuel,Vehicle fuel type,1,Gasoline
survey_res_vehchoice,fuel,Vehicle fuel type,2,Hybrid
survey_res_vehchoice,fuel,Vehicle fuel type,3,PHEV
survey_res_vehchoice,fuel,Vehicle fuel type,4,E85
survey_res_vehchoice,fuel,Vehicle fuel type,5,Diesel
survey_res_vehchoice,fuel,Vehicle fuel type,6,Diesel hybrid
survey_res_vehchoice,fuel,Vehicle fuel type,7,CNG
survey_res_vehchoice,fuel,Vehicle fuel type,8,CNG hybrid
survey_res_vehchoice,fuel,Vehicle fuel type,9,BEV
survey_res_vehchoice,fuel,Vehicle fuel type,10,Hydrogen
survey_res_vehchoice,veh,Vehicle type,1,Subcompact
survey_res_vehchoice,veh,Vehicle type,2,Compact
survey_res_vehchoice,veh,Vehicle type,3,Midsize
survey_res_vehchoice,veh,Vehicle type,4,Large
survey_res_vehchoice,veh,Vehicle type,5,Sports
survey_res_vehchoice,veh,Vehicle type,6,"Cross-over, small"
survey_res_vehchoice,veh,Vehicle type,7,"Cross-over, mid"
survey_res_vehchoice,veh,Vehicle type,8,"SUV, small/mid"
survey_res_vehchoice,veh,Vehicle type,9,"SUV, large"
survey_res_vehchoice,veh,Vehicle type,10,"Pickup truck, standard"
survey_res_vehchoice,veh,Vehicle type,11,"Pickup truck, full-size"
survey_res_vehchoice,veh,Vehicle type,12,"Van, small"
survey_res_vehchoice,veh,Vehicle type,13,"Van, full-size"
survey_res_vehchoice,incentive,Vehicle purchase incentive,0,None
survey_res_vehchoice,incentive,Vehicle purchase incentive,1,HOV lane access
survey_res_vehchoice,incentive,Vehicle purchase incentive,2,$1000 tax credit
survey_res_vehchoice,incentive,Vehicle purchase incentive,3,$2500 tax credit
survey_res_vehchoice,incentive,Vehicle purchase incentive,4,$5000 tax credit
survey_res_vehchoice,incentive,Vehicle purchase incentive,5,$7500 tax credit
survey_res_vehchoice,incentive,Vehicle purchase incentive,6,$500 rebate
survey_res_vehchoice,incentive,Vehicle purchase incentive,7,$1000 rebate
survey_res_vehchoice,incentive,Vehicle purchase incentive,8,$1500 rebate
survey_res_vehchoice,incentive,Vehicle purchase incentive,9,$2500 rebate
survey_res_vehchoice,incentive,Vehicle purchase incentive,10,$5000 rebate
survey_res_vehchoice,fuelavail_loc,Refueling Location,1,Station
survey_res_vehchoice,fuelavail_loc,Refueling Location,2,Home
survey_res_vehchoice,fuelavail_loc,Refueling Location,3,Work
survey_res_vehchoice,refueltime,Refuel time,1,10 minutes - Conventional Fuels
survey_res_vehchoice,refueltime,Refuel time,2,8 minutes - Conventional Fuels
survey_res_vehchoice,refueltime,Refuel time,3,5 minutes - Conventional Fuels
survey_res_vehchoice,refueltime,Refuel time,4,3 minutes - Conventional Fuels
survey_res_vehchoice,refueltime,Refuel time,5,8 hours  - PHEV
